external_name,internal_name,category_label,match
Solvite Ready to Use Wallpaper Repair Adhesive - 240g,"Solvite Wallpaper Repair Adhesive is an easy spread formulation and precision nozzle for quick and easy wallpaper repairs to tears and lifted seams. This adhesive has an extra strong formula that helps to repair torn wallpaper, lifted edges and overlap seams. Helps in sticking tears, seams and edges back together
Spread the adhesive evenly on wall surface using a brush. Moisten the back of wallpaper with water. Press down firmly into position. For overlapping seams, spread the adhesive evenly on the bottom piece of wallpaper. Press overlapping piece down firmly.
About Solvite
Solvite puts the strength, ease and â€˜know howâ€™ back into wallpapering. Since our inception in 1964, Solvite has become the wallpaper adhesive of choice for millions of professional and DIY users to obtain the perfect wallpapering finish. Known for manufacturing the highest quality wallpaper adhesives, we use the best materials to ensure products are easy to mix (flake/powder) and simple to use (ready to roll or ready to use), affording the time-pressed consumer quick results to be proud of. With our range of adhesives, you are guaranteed a long-lasting, reliable wallpapering result that transforms any home into a haven. Solvite has a range of adhesives to suit every wallpaper type, plus a range of preparation products that provide a good foundation for a superior finish.

Easy to spread and use with the precise nozzle
Strong formulation - long lasting repairs
Sticks tears and edges back together, which is ideal for quick repairs
Efficient - The high-strength wallpaper paste repair adhesive is able to seal wallpaper tears, seams and lifted edges to ensure walls are kept looking as good as new.",Wallpaper Paste,1
Solvite All Purpose Wallpaper Adhesive - 3 Roll Ready Mix Bucket,"Complete wall hanging projects with ease with the Solvite All-Purpose Wallpaper Adhesive.This wallpaper paste is not only easy to mix, but it's quick to use in less than 2 minutes. It's smooth, non-drip formula makes it ready to use and ensure easy slide when hanging your paste the wall coverings. Quick to use - 20 second mix and ready to use in under 2 minutesIdeal for paste the wall and non-woven wallcoveringsEasy to mix and applySmooth formula

Extra Strength  - perfect for paste the wall coverings and non-woven wall coverings.
Fast application - Mixes in just 20 seconds and ready to pester the walls in just under 2 minutes
Less mess - Specially formulated , so you don't have to use a pasting table. Ensuring less effort and a faster job.",Wallpaper Paste,1
Solvite All Purpose Wallpaper Adhesive - 20 Rolls,"A fast mixing (mixes in 20 secs) and smooth formula makes preparing and applying the paste easy whilst added fungicides inhibits mould growth.

Gives reliable and long-lasting results when decorating.
Anti-mould: multi purpose adhesive contains a fungicide to prevent mould growth / Adhesive is naturally based for a safe environment at home.
Perfect for: hanging all types of wallcoverings, including heavy embossed, washables, vinyls and blown vinyls.
Quick and easy: glue mixes in 20 seconds and is ready to use in under 2 minutes / Extra smooth consistency for an easy application.",Wallpaper Paste,1
SupaGrow Peat Free Organic Garden Compost - 50L,"SupaGrow high specification peat free compost will improve any existing compost and enhance your soil due to the added organic matter. Not suitable for use as seed sowing compost.

Peat Free
Organic
Consistent High Quality
Perfect to dig into existing borders to improve your current soil.
Helps break down poor soil",Lawn & Plant Care Deals,1
Homebase Top Soil - 25L,"For lawn preparation and general planting, the Homebase Top Soil is made up of sand, slit clay and organic matters to add nutrient to your planting areas.

Adds nutrients
Helps retain moisture",Lawn & Plant Care Deals,1
Landscape Bark - 90L Bag,"Westland Landscape Bark is perfect for creating low maintenance beds & borders. It reduces the need for frequent weeding and therefore the amount of time spent on weeding. It can also be used to create rustic natural looking pathways through woodland and large borders.

Helps suppress weed growth
Improves moisture retention around plants
30-50mm large chips for maximum coverage",Lawn & Plant Care Deals,1
Homebase Peat Free Multi-Purpose Compost - 50L,"For use all around the garden, this peat free compost can be used to nurture both flowers and vegetables.",Lawn & Plant Care Deals,1
SupaGrow Farmyard Manure - 50L,"SupaGrow Farmyard Manure is the most fantastic soil conditioner providing a rich source of organic matter, perfect for fruit and vegetable beds.

Peat Free
Rich source of organic matter
Consistent High Quality
Suitable for mulching and planting",Lawn & Plant Care Deals,1
Seed And Cutting Tray - 40 Pots,"This Seed and Cutting Tray with 40 Pots is the ideal size for cuttings, small seedlings and starter seeds. The flat tray also makes it easy to transport.

Premium quality trays used by professional growers
40 x 6cm pots in a tray - a perfect size for starting seeds and cuttings
Use with a watering tray
Base tray allows for easy transportation
Made from 100% recycled and recyclable plastics",Lawn & Plant Care Deals,1
Homebase Bark Chips - 50L,"Decorative finish for beds & borders, this softwood bark retains moisture for long lasting decor to your borders whilst suppressing weeds.

Suppresses weeds
Retains moisture",Lawn & Plant Care Deals,1
Seed Trays (Pack of 5),"This Standard Seed Tray is especially good for growing all types of seeds, cuttings and for rooting plant cuttings. The trays are manufactured from durable recycled plastic so that they can also be easily recycled . Thus ensuring you are not using a single use plastic.

Premium quality trays used by professional growers
Ideal for seeds and cuttings
Strong and lightweight
Stackable with raised drainage holes
Made from 100% recycled and recyclable plastics",Lawn & Plant Care Deals,1
Shaker Wall Panelling (H)1220x(W)100x(D)9mm - 6 Panel Pack,"Turn a lifeless room into a lively one with this Shaker wall panelling pack. A trendy way to add some texture to your wall, it offers a warm and homely appeal. Wall panelling is popular in the lounge or behind your bed, but you can use it on any blank wall that requires a style lift. Panelling is a traditional look that is really in vogue at the moment.Simply prepare the wall and attach using glue, nails or screws. The kit contains 6 pieces of 9mm thick, 100mm wide, 1220mm long strips of MDF. These can be cut to size and attached to a wall and finished to give the appearance of a panelled wall. Unfinished for versitility and finish in any colour to suit the theme of your room.

Easy to fix to your wall with glue, nails or screws
Cut to size and fit directly to the wall
 Natural finish so you can stain or paint for the perfect look for your home
FSC approved
Perfect for adding depth and texture to any wall feature",Building & Hardware Deals,1
EASIpanel Tongue and Groove MDF Standard Wall Panel - 915 x 516mm,"Make life easy with EASIpanel. Re-create classic match boarding with EASIpanel Tongue & Groove. It gives you the look and feel of classic panelling in a fraction of the time and without the need of a joiner. Add character to your kitchen, personality to your bedroom or install it in the hallway and up the stairs for a grand entranceway.This versatile design is perfect for creating a simple timber boarded look. Whether you want a Shaker-inspired, easy to clean finish for your kitchen or a stylish way to cover up tired plaster in the hallway, EASipanel tongue & groove is an ideal solution.

Moisture resistant
Simple and easy installation.
Natural wood grain effect.",Building & Hardware Deals,1
EASIpanel Dado Moulding - 1040mm x 55mm x 15mm,"For a professional finish, the EASIpanel dado moulding is designed to be used in conjunction with all EASIpanel panels. It has a flat, neat finish and can be painted or varnished as required. EASIpanel makes life easy. It gives you the look and feel of classic panelling at a fraction of the time and without the need of a joiner. This Dado moulding is the perfect finishing touch to your EASIpanel wall panels.",Building & Hardware Deals,1
