id,product,price,category,link,image,description
53,"Blue Circle Quality assured Ready mixed Mortar, 5kg Tub",£10.50,"Chemicals, concrete & cement",https://www.diy.com/departments/blue-circle-quality-assured-ready-mixed-mortar-5kg-tub/214074_BQ.prd,https://media.diy.com/is/image/Kingfisher/u-can-flexible-floor-levelling-compound-10kg-tub~5030349010397_02c?wid=284&hei=284,"Blue Circle Ready To Use Mortar is a premixed mortar, simply add water. The Mortar is quality assured for a consistent finish, and comes in a unique waste saving waterproof pack.Repairs around drains, ponds and soakaways and areas around pipework and gutteringFeatures and benefitsHighly workable buttery mix obtained every time, long board life - 3 -5 minutes in a mixerDries to light grey colour"
54,"Blue Circle Quick set Ready mixed Concrete, 20kg Bag",£10.12,"Chemicals, concrete & cement",https://www.diy.com/departments/blue-circle-quick-set-ready-mixed-concrete-20kg-bag/135766_BQ.prd,https://media.diy.com/is/image/Kingfisher/blue-circle-quality-assured-ready-mixed-mortar-5kg-tub~5018710700122_08c?wid=284&hei=284,"Lay and just add waterFeatures and benefitsBlue Circle Multi Purpose Concrete is a superior, ready to use concrete in a unique waste saving waterproof pack. The concrete simply mixes with clean water, and sets in 30 minutes.Quick and easy to use premixed concreteJust pour from the bag and sprinkle with waterFor paths, steps, patios, slabs and shed basesSets in approx 30 minutesFor applications up to 50mm"
55,"Blue Circle Mastercrete Cement, 12.5kg Handy bag",£5.34,"Chemicals, concrete & cement",https://www.diy.com/departments/blue-circle-mastercrete-cement-12-5kg-handy-bag/1487206_BQ.prd,https://media.diy.com/is/image/Kingfisher/blue-circle-quick-set-ready-mixed-concrete-20kg-bag~5018719200234_08c?wid=284&hei=284,Please note that this item has additional safety or regulatory datasheets available. The product may have possible health and safety hazards covered in these documents. Refer to the container for full information and always follow the instructions.
56,"Blue Circle Multipurpose Ready mixed Concrete, 20kg Bag",£9.50,"Chemicals, concrete & cement",https://www.diy.com/departments/blue-circle-multipurpose-ready-mixed-concrete-20kg-bag/135767_BQ.prd,https://media.diy.com/is/image/Kingfisher/blue-circle-mastercrete-cement-12-5kg-handy-bag~5018719101555_08c?wid=284&hei=284,"Blue Circle Multi Purpose Concrete is a superior, ready to use concrete in a unique waste saving waterproof pack. The concrete simply mixes with clean water.Just add waterFeatures and benefitsBlue Circle Multi-Purpose Concrete is a premixed concrete manufactured from cement and specially selected and graded sand, and 10 mm coarse aggregateBlue Circle Multi-Purpose Concrete is suitable for most small concrete jobs, such as Concreting, Steps, Bedding Manholes, DrivewaysIt is premixed and only requires the addition of clean waterThis product is manufactured to a third party accredited BS EN 9001 Quality Management System"
57,"One Coat Damp Seal White Waterproofer, 2.5L Tin, 2.5L",£38,"Chemicals, concrete & cement",https://www.diy.com/departments/one-coat-damp-seal-white-waterproofer-2-5l-tin-2-5l/175910_BQ.prd,https://media.diy.com/is/image/Kingfisher/blue-circle-multipurpose-ready-mixed-concrete-20kg-bag~5018719200227_08c?wid=284&hei=284,"Ronseal Damp Seal is ideal for covering damp, water & other household stains, and is a must have purchase for any redecorating project around the interior of your home. It dries in 4 hours and comes in an easily storable tin can. For added convenience, you'll only need to apply one coat to your walls. As it's paintable, it's ideal for colour matching to your existing decor.Instructions for Use - Brushes or rollers can be cleaned with white spirit.Keep out of reach of childrenGuarantee - StatutoryFeatures and benefitsRonseal One Coat Damp Seal can be applied straight onto damp. It'll seal it, permanently cover any damp stains and stop it damaging your paint.Ready to paint over in 4 hoursPermanently blocks dampProtects paintworkNo need for preparation"
58,"Blue Circle Quick repair Ready mixed Concrete, 2.5kg Tub",£9.23,"Chemicals, concrete & cement",https://www.diy.com/departments/blue-circle-quick-repair-ready-mixed-concrete-2-5kg-tub/147433_BQ.prd,https://media.diy.com/is/image/Kingfisher/one-coat-damp-seal-white-waterproofer-2-5l-tin-2-5l~5010214869589_02c_bq?wid=284&hei=284,"Blue Circle Quick Repair Concrete is a premixed, quick-setting concrete manufactured from cement, specially selected sand and admixtures. When sprinkled with water it sets in approximately 30 minutes.Just add waterFeatures and benefitsBlue Circle Quick Repair Concrete is a premixed, quick-setting concrete manufactured from cement, specially selected sand and admixtures. When sprinkled with water it sets in approximately 30 minutes.Premixed Quick setting ConcreteSets in approx. 30 minsSuitable for Small Concrete Repairs, Paths, Steps, General RepairsJust Add WaterCan be mixed in the tub"
59,"Blue Circle High strength Ready mixed Concrete, 20kg Bag",£10.15,"Chemicals, concrete & cement",https://www.diy.com/departments/blue-circle-high-strength-ready-mixed-concrete-20kg-bag/135765_BQ.prd,https://media.diy.com/is/image/Kingfisher/blue-circle-quick-repair-ready-mixed-concrete-2-5kg-tub~5018719600089_08c?wid=284&hei=284,"Just add waterFeatures and benefitsBlue Circle Multi Purpose Concrete is a superior, ready to use concrete in a unique waste saving waterproof pack. The concrete simply mixes with clean water, and sets in 30 minutes."
60,"Tarmac CEMPAK Ready mixed Grey Paving Grout, 15kg",£8.94,"Chemicals, concrete & cement",https://www.diy.com/departments/tarmac-cempak-ready-mixed-grey-paving-grout-15kg/1108160_BQ.prd,https://media.diy.com/is/image/Kingfisher/blue-circle-high-strength-ready-mixed-concrete-20kg-bag~5018719200210_08c?wid=284&hei=284,"Features and benefitsThis paving slab jointing grout is ideal for filling joints between paving slabs in areas such as patios, pathways and terraces.Grout typically sets after 2 hours but will solidify over timeIdeal for repairs to existing patio slab jointsSets to provide solid joint between slabsReady to use, simply add water & mixPrevents weed growth in paving joints"
61,"Wintaplas Smart adhesives Orange Frostproofer, 5L Plastic jerry can",£8.45,Additives & chemicals,https://www.diy.com/departments/wintaplas-smart-adhesives-orange-frostproofer-5l-plastic-jerry-can/255944_BQ.prd,https://media.diy.com/is/image/Kingfisher/wintaplas-smart-adhesives-orange-frostproofer-5l-plastic-jerry-can~5011734010628_01c_bq?wid=284&hei=284,"Guarantee - StatutoryCE markedKeep out of reach of children. Refer to safety data sheet for full precautions.Features and benefitsBostik Frostproofer & Accelerator accelerates the setting of mortar mixes year round but particularly in cold weather and during the winter months. It also plasticises the mix to improve workability and is ideal for bricklaying, rendering, blockwork and mortars containing embedded metal.Plasticises and accelerates setting time of mortar mixesChloride free, ideal for mortars with embedded metalIdeal for Winter & cold weather use"
62,"Sika Latex SBR White Specialist building primer, 5L, 5.2kg",£35,Additives & chemicals,https://www.diy.com/departments/sika-latex-sbr-white-specialist-building-primer-5l-5-2kg/5055492703040_BQ.prd,https://media.diy.com/is/image/Kingfisher/wintaplas-smart-adhesives-orange-frostproofer-5l-plastic-jerry-can~5011734010628_01c_bq?wid=284&hei=284,"This latex-based, water resistant bonding agent & admixture from Sika is suitable for use in areas which will be subject to high levels of humidity, dampness and continuous water contact. Improves water resistance of cement mixtures by forming a reinforcing polymer that increases long term durability and flexibility of the mix on renderings and floor screeds.Not CE markedGuarantee - StatutoryGuarantee - StatutoryFeatures and benefitsUses include: As an admixture for mortar/screeds/renders, as a bonding agent for screeds/renders, as a primer/sealer in tiling applications & as a flexibiliser for cementitious-based tile adhesive when tiling on wooden/asphalt floorsSikaLatex® SBR is more suitable for use in exterior applications as it is not adversely affected in wet conditionsGreatly improved adhesion to a wide range of substrates including dense concrete, steel, tilesMixes may be applied in much thinner sectionsExcellent resistance to water and water vapourA high level of resistance to salt permeationImproved toughness and flexibilityReduced surface dusting of concreteReduced water:cement ratio for equivalent workabilityImproved frost resistance & freeze thaw stable"
63,"Blue Circle Hydrated lime, 25kg Bag",£17.42,Additives & chemicals,https://www.diy.com/departments/blue-circle-hydrated-lime-25kg-bag/35712_BQ.prd,https://media.diy.com/is/image/Kingfisher/sika-latex-sbr-white-specialist-building-primer-5l-5-2kg~5055492703040_02c?wid=284&hei=284,"Blue Circle Hydralime is a hydrated lime used for increased plasticity & cohesiveness in cement, mortars & rendersPreparation: 1 part Portland cement, 1 part hydralime & 5 to 6 parts sandFeatures and benefitsBlue Circle Hydralime is a hydrated lime used for increased plasticity & cohesiveness in cement, mortars & rendersFine, white, dry powder which lightens and brightens mortarsA high calcium, non hydraulic, hydrated limeMakes floating renders and pointing mortars easierHydralime can be used for traditional nominal mixes for mortars and renders in conjunction with standard Portland based cements or in lime-washes without cement"
64,"Sika Clear Masonry waterproofer, 5L Jerry can",£22,Additives & chemicals,https://www.diy.com/departments/sika-clear-masonry-waterproofer-5l-jerry-can/5055492702975_BQ.prd,https://media.diy.com/is/image/Kingfisher/blue-circle-hydrated-lime-25kg-bag~5018719500099_08c?wid=284&hei=284,"This ready to use Sikagard facade from Sika is a water based impregnation emulsion. Sikagard Facade makes walls and facades water repellent and provides long lasting protection against water ingress. It is vapour permeable and allows the substrate to breathe.Not CE markedGuarantee - StatutoryPlease refer to Safety Data Sheet (SDS)Features and benefitsStrong water repellent capabilityImproves resistance to dirt pick up, and reduces fungal, algal and lichens growthWater-based and environmental friendlyCan be applied on mortar, masonry, fibre-cement & stone"
65,Sika Sikacem White PVA primer & sealer 5L,£45,Additives & chemicals,https://www.diy.com/departments/sika-sikacem-white-pva-primer-sealer-5l/5055492703033_BQ.prd,https://media.diy.com/is/image/Kingfisher/sika-clear-masonry-waterproofer-5l-jerry-can~5055492702975_02c?wid=284&hei=284,"This SikaCem® PVA is a water based, multi purpose, economic adhesive, sealer and mortar admixture. It adheres to most common building materials (except PVC and rubber). It is ideal for priming unsound surfaces prior to plastering or painting, as an adhesive on wood, cork, textiles, as a general dust sealer and as cement admixture.Guarantee - 1 yearPlease refer to Safety Data Sheet (SDS)Features and benefitsEasy to useImproves flexibility of mortars and screeds"
66,"Bostik Smart adhesives Dark brown Mortar plasticiser, 5L Plastic jerry can",£6.50,Additives & chemicals,https://www.diy.com/departments/bostik-smart-adhesives-dark-brown-mortar-plasticiser-5l-plastic-jerry-can/35597_BQ.prd,https://media.diy.com/is/image/Kingfisher/sika-sikacem-white-pva-primer-sealer-5l~5055492703033_02c?wid=284&hei=284,Guarantee - StatutoryCE markedFeatures and benefitsBostik Mortar Plasticiser improves the workability of mortar without the addition of lime. It helps reduce grittiness to provide a smooth mortar with improved durability and protection against frost. It also reduces the water content of the mortar.Improves workability and durability of mortarMinimises cracking and crazingReduces water content of mortarComplies with EN 934-4
67,"Bostik Frostproofer, 1L Jerry can",£4.82,Additives & chemicals,https://www.diy.com/departments/bostik-frostproofer-1l-jerry-can/5010591004160_BQ.prd,https://media.diy.com/is/image/Kingfisher/bostik-smart-adhesives-dark-brown-mortar-plasticiser-5l-plastic-jerry-can~5011734021389_01c_bq?wid=284&hei=284,"Features and benefitsAccelerates setting times in cold conditions, making it particularly effective at improving the workability concrete and mortarChloride-free"
68,"Sandtex Stabilising solution, 2.5L Tub",£20,Additives & chemicals,https://www.diy.com/departments/sandtex-stabilising-solution-2-5l-tub/238506_BQ.prd,https://media.diy.com/is/image/Kingfisher/bostik-frostproofer-1l-jerry-can~5010591004160_01bq?wid=284&hei=284,"Ideal for heavy duty cleaning, this 2.5L stabilising solution from Sandtex is great for domestic cleaning on exterior walls, paths & patios. It's easy to use, leaving a professional finish, once dried."
69,"Bostik Cementone Yellow Waterproofing & air entraining admixture, 5L Plastic jerry can 5.59kg",£11.40,Additives & chemicals,https://www.diy.com/departments/bostik-cementone-yellow-waterproofing-air-entraining-admixture-5l-plastic-jerry-can-5-59kg/35606_BQ.prd,https://media.diy.com/is/image/Kingfisher/sandtex-stabilising-solution-2-5l-tub~5010131363764_08c_bq?wid=284&hei=284,"CE markedGuarantee - StatutoryGuarantee - StatutoryFeatures and benefitsBostik Accelerator & Frostproofer accelerates the setting of mortar mixes year-round but particularly in cold weather and during the winter months. It also plasticises the mix to improve workability and is ideal for bricklaying, rendering, blockwork and mortars containing embedded metal.Plasticises and accelerates setting time of mortar mixesChloride-free, ideal for mortars with embedded metalIdeal for Winter & cold weather useImprove workability"
