product,price,category,link
Forterra Facing Brick Atherstone Red Stock - Pack of 495,£748.44,Facing Bricks,https://www.travisperkins.co.uk/facing-bricks/forterra-facing-brick-atherstone-red-stock-pack-of-495/p/231014
Forterra Facing Brick Clumber Mixed Red - Pack of 495,£564.30,Facing Bricks,https://www.travisperkins.co.uk/facing-bricks/forterra-facing-brick-clumber-mixed-red-pack-of-495/p/619101
Ibstock Brick Tradesman Heather Mixture 73mm - Pack Of 336,£467.71,Facing Bricks,https://www.travisperkins.co.uk/facing-bricks/ibstock-brick-tradesman-heather-mixture-73mm-pack-of-336/p/412288
Traditional Brick & Stone Facing Brick Audley Antique - Pack of 600,£798.70,Facing Bricks,https://www.travisperkins.co.uk/facing-bricks/traditional-brick-and-stone-facing-brick-audley-antique-pack-of-600/p/621571
London Brick Company Facing Brick Cotswold - Pack of 390,£732.00,Facing Bricks,https://www.travisperkins.co.uk/facing-bricks/london-brick-company-facing-brick-cotswold-pack-of-390/p/700106
Imperial Soft Red Handmade Facing Brick 68mm- Pack of 540,"£1,548.72",Facing Bricks,https://www.travisperkins.co.uk/facing-bricks/imperial-soft-red-handmade-facing-brick-68mm-pack-of-540/p/110791
London Brick Company Forterra LBC Milton Buff Facing Brick (Pack of 390),£739.44,Facing Bricks,https://www.travisperkins.co.uk/facing-bricks/london-brick-company-forterra-lbc-milton-buff-facing-brick-pack-of-390/p/700111
Ibstock Tradesman Tudor Regent 65mm - Pack Of 400,£494.40,Facing Bricks,https://www.travisperkins.co.uk/facing-bricks/ibstock-tradesman-tudor-regent-65mm-pack-of-400/p/698521
Snowie Facing Brick Heritage Commons Smooth 73mm - Pack of 416,£339.46,Facing Bricks,https://www.travisperkins.co.uk/facing-bricks/snowie-facing-brick-heritage-commons-smooth-73mm-pack-of-416/p/554408
Simpson Wall Starter Kit 2236mm C2KS,£13.19,Wall Starter Kits,https://www.travisperkins.co.uk/wall-starter-kits/simpson-wall-starter-kit-2236mm-c2ks/p/536168
Hepworth Square Hole Airbrick 215 x 140mm Buff YA14B,£13.18,Brickwork Ventilation,https://www.travisperkins.co.uk/brickwork-ventilation/hepworth-square-hole-airbrick-215-x-140mm-buff-ya14b/p/867146
Hepworth Square Hole Airbrick 215 x 65mm Red YA13R,£8.26,Brickwork Ventilation,https://www.travisperkins.co.uk/brickwork-ventilation/hepworth-square-hole-airbrick-215-x-65mm-red-ya13r/p/867143
Manthorpe Blue/Black Combination Airbrick 9in x 3in,£3.61,Brickwork Ventilation,https://www.travisperkins.co.uk/brickwork-ventilation/manthorpe-blueblack-combination-airbrick-9in-x-3in/p/916411
Hepworth Square Hole Airbrick 215 x 140mm Red YA14R,£13.18,Brickwork Ventilation,https://www.travisperkins.co.uk/brickwork-ventilation/hepworth-square-hole-airbrick-215-x-140mm-red-ya14r/p/867145
Hepworth Square Hole Airbrick 215 x 65mm Buff YA13B,£8.87,Brickwork Ventilation,https://www.travisperkins.co.uk/brickwork-ventilation/hepworth-square-hole-airbrick-215-x-65mm-buff-ya13b/p/867144
Manthorpe Terracotta Peep Weep Vent,£1.39,Brickwork Ventilation,https://www.travisperkins.co.uk/brickwork-ventilation/manthorpe-terracotta-peep-weep-vent/p/917311
Manthorpe Terracotta Weep Vent 9mm x 65mm,£0.76,Brickwork Ventilation,https://www.travisperkins.co.uk/brickwork-ventilation/manthorpe-terracotta-weep-vent-9mm-x-65mm/p/917287
Manthorpe Clear Peep Weep Vent,£1.27,Brickwork Ventilation,https://www.travisperkins.co.uk/brickwork-ventilation/manthorpe-clear-peep-weep-vent/p/917326
Hepworth Square Hole Airbrick 215 x 215mm Red YA15R,£33.13,Brickwork Ventilation,https://www.travisperkins.co.uk/brickwork-ventilation/hepworth-square-hole-airbrick-215-x-215mm-red-ya15r/p/867147
Manthorpe Buff Peep Weep Vent,£1.27,Brickwork Ventilation,https://www.travisperkins.co.uk/brickwork-ventilation/manthorpe-buff-peep-weep-vent/p/917320
Hepworth Cavity Liner 215 x 215 x 200mm YB15,£34.75,Brickwork Ventilation,https://www.travisperkins.co.uk/brickwork-ventilation/hepworth-cavity-liner-215-x-215-x-200mm-yb15/p/867176
Hepworth Cavity Liner 215 x 65 x 200mm YB11,£14.92,Brickwork Ventilation,https://www.travisperkins.co.uk/brickwork-ventilation/hepworth-cavity-liner-215-x-65-x-200mm-yb11/p/867160
Hepworth Cavity Liner 215 x 140 x 200mm YB13,£17.76,Brickwork Ventilation,https://www.travisperkins.co.uk/brickwork-ventilation/hepworth-cavity-liner-215-x-140-x-200mm-yb13/p/867167
Fillcrete Fillaboard Expansion Joint Strip 12mm x 100mm x 2440mm,£4.61,Expansion Jointing,https://www.travisperkins.co.uk/expansion-jointing/fillcrete-fillaboard-expansion-joint-strip-12mm-x-100mm-x-2440mm/p/781011
Fillcrete Fillaboard Expansion Joint Strip 12mm x 150mm x 2440mm,£9.46,Expansion Jointing,https://www.travisperkins.co.uk/expansion-jointing/fillcrete-fillaboard-expansion-joint-strip-12mm-x-150mm-x-2440mm/p/781013
Fillcrete Fillaboard Expansion Joint Sheet 12mm x 1220mm x 2440mm,£27.84,Expansion Jointing,https://www.travisperkins.co.uk/expansion-jointing/fillcrete-fillaboard-expansion-joint-sheet-12mm-x-1220mm-x-2440mm/p/781009
Fillcrete Expansion Joint Brickfill Roll 10mm x 150mm x 10m,£20.80,Expansion Jointing,https://www.travisperkins.co.uk/expansion-jointing/fillcrete-expansion-joint-brickfill-roll-10mm-x-150mm-x-10m/p/837981
Fillcrete Brickfill Expansion Joint Roll 10mm x 100mm x 10m,£14.96,Expansion Jointing,https://www.travisperkins.co.uk/expansion-jointing/fillcrete-brickfill-expansion-joint-roll-10mm-x-100mm-x-10m/p/837980
Fillcrete Brickfill Expansion Joint Roll 12mm x 100mm x 10m,£16.66,Expansion Jointing,https://www.travisperkins.co.uk/expansion-jointing/fillcrete-brickfill-expansion-joint-roll-12mm-x-100mm-x-10m/p/837982
Fillcrete Expansion Joint Brickfill Roll 12mm x 150mm x 10m,£22.48,Expansion Jointing,https://www.travisperkins.co.uk/expansion-jointing/fillcrete-expansion-joint-brickfill-roll-12mm-x-150mm-x-10m/p/837983
K Rend Silicone FT Render White,£20.47,Render,https://www.travisperkins.co.uk/render/k-rend-silicone-ft-render-white/p/726965
weberend OCR One Coat Base Render 25kg,£12.86,Render,https://www.travisperkins.co.uk/render/weberend-ocr-one-coat-base-render-25kg/p/848802
K Rend K1 Spray White ,£17.77,Render,https://www.travisperkins.co.uk/render/k-rend-k1-spray-white/p/239426
Weber.Pral M Through Colour Monocouche Chalk Render 25kg,£25.38,Render,https://www.travisperkins.co.uk/render/weber-pral-m-through-colour-monocouche-chalk-render-25kg/p/696874
K Rend Base Coat HP12 ,£29.38,Render,https://www.travisperkins.co.uk/render/k-rend-base-coat-hp12/p/726923
weberend Aid 25kg,£32.05,Render,https://www.travisperkins.co.uk/render/weberend-aid-25kg/p/848800
Weber.Pral M Monocouche Ivory Render 25kg,£22.08,Render,https://www.travisperkins.co.uk/render/weber-pral-m-monocouche-ivory-render-25kg/p/911792
Weber.Pral M Monocouche Silver Pearl Render 25kg,£19.10,Render,https://www.travisperkins.co.uk/render/weber-pral-m-monocouche-silver-pearl-render-25kg/p/298958
K Rend Silicone ft Polar White,£25.57,Render,https://www.travisperkins.co.uk/render/k-rend-silicone-ft-polar-white/p/726970
K Rend Silicone ft Ivory,£23.32,Render,https://www.travisperkins.co.uk/render/k-rend-silicone-ft-ivory/p/726960
K Rend Silicone ft Buttermilk,£23.32,Render,https://www.travisperkins.co.uk/render/k-rend-silicone-ft-buttermilk/p/726961
K Rend Hpx Base,£34.55,Render,https://www.travisperkins.co.uk/render/k-rend-hpx-base/p/726927
British Gypsum Gyproc WallBoard Square Edge 2400mm x 1200mm x 12.5mm,£12.34,Standard Plasterboard,https://www.travisperkins.co.uk/standard-plasterboard/british-gypsum-gyproc-wallboard-square-edge-2400mm-x-1200mm-x-12-5mm/p/760054
British Gypsum Gyproc WallBoard Tapered Edge 2400mm x 1200mm x 12.5mm,£12.34,Standard Plasterboard,https://www.travisperkins.co.uk/standard-plasterboard/british-gypsum-gyproc-wallboard-tapered-edge-2400mm-x-1200mm-x-12-5mm/p/760084
British Gypsum Gyproc WallBoard Square Edge 2400mm x 1200mm x 9.5mm,£12.90,Standard Plasterboard,https://www.travisperkins.co.uk/standard-plasterboard/british-gypsum-gyproc-wallboard-square-edge-2400mm-x-1200mm-x-9-5mm/p/760046
British Gypsum Gyproc WallBoard Tapered Edge 2400mm x 1200mm x 15mm,£20.82,Standard Plasterboard,https://www.travisperkins.co.uk/standard-plasterboard/british-gypsum-gyproc-wallboard-tapered-edge-2400mm-x-1200mm-x-15mm/p/818893
British Gypsum Gyproc HandiBoard Square Edge  1220mm x 900mm x 9.5mm,£8.74,Standard Plasterboard,https://www.travisperkins.co.uk/standard-plasterboard/british-gypsum-gyproc-handiboard-square-edge-1220mm-x-900mm-x-9-5mm/p/982025
British Gypsum Gyproc WallBoard Square Edge 1800mm x 900mm x 12.5mm,£10.15,Standard Plasterboard,https://www.travisperkins.co.uk/standard-plasterboard/british-gypsum-gyproc-wallboard-square-edge-1800mm-x-900mm-x-12-5mm/p/760051
British Gypsum Gyproc WallBoard Square Edge 1800mm x 900mm x 9.5mm,£10.15,Standard Plasterboard,https://www.travisperkins.co.uk/standard-plasterboard/british-gypsum-gyproc-wallboard-square-edge-1800mm-x-900mm-x-9-5mm/p/760041
Knauf Standard Plasterboard Wallboard Square Edge 2400mm x 1200mm x 12.5mm,£12.28,Standard Plasterboard,https://www.travisperkins.co.uk/standard-plasterboard/knauf-standard-plasterboard-wallboard-square-edge-2400mm-x-1200mm-x-12-5mm/p/858184
Knauf Wallboard Square Edge 1800mm x 900mm x 12.5mm (1.62m²/Sheet),£10.21,Standard Plasterboard,https://www.travisperkins.co.uk/standard-plasterboard/knauf-wallboard-square-edge-1800mm-x-900mm-x-12-5mm-1-62msheet/p/858179
Knauf Wallboard Square Edge 2400mm x 1200mm x 9.5mm (2.88m²/Sheet),£16.69,Standard Plasterboard,https://www.travisperkins.co.uk/standard-plasterboard/knauf-wallboard-square-edge-2400mm-x-1200mm-x-9-5mm-2-88msheet/p/858178
Knauf Wallboard Square Edge 2400mm x 1200mm x 15mm,£23.47,Standard Plasterboard,https://www.travisperkins.co.uk/standard-plasterboard/knauf-wallboard-square-edge-2400mm-x-1200mm-x-15mm/p/858189
Knauf Standard Plasterboard Wallboard Tapered Edge 2400mm x 1200mm x 12.5mm,£12.28,Standard Plasterboard,https://www.travisperkins.co.uk/standard-plasterboard/knauf-standard-plasterboard-wallboard-tapered-edge-2400mm-x-1200mm-x-12-5mm/p/858164
British Gypsum Gyproc WallBoard Tapered Edge 1800mm x 900mm x 12.5mm,£10.15,Standard Plasterboard,https://www.travisperkins.co.uk/standard-plasterboard/british-gypsum-gyproc-wallboard-tapered-edge-1800mm-x-900mm-x-12-5mm/p/807065
British Gypsum Gyproc WallBoard Square Edge 2400mm x 1200mm x 15mm,£20.92,Standard Plasterboard,https://www.travisperkins.co.uk/standard-plasterboard/british-gypsum-gyproc-wallboard-square-edge-2400mm-x-1200mm-x-15mm/p/818892
Knauf Wallboard Square Edge 1800mm x 900mm x 9.5mm (1.62m²/Sheet),£10.57,Standard Plasterboard,https://www.travisperkins.co.uk/standard-plasterboard/knauf-wallboard-square-edge-1800mm-x-900mm-x-9-5mm-1-62msheet/p/858175
British Gypsum Gyproc WallBoard Tapered Edge 2400mm x 900mm x 15mm,£21.54,Standard Plasterboard,https://www.travisperkins.co.uk/standard-plasterboard/british-gypsum-gyproc-wallboard-tapered-edge-2400mm-x-900mm-x-15mm/p/918370
British Gypsum Thistle MultiFinish Coat Plaster 25kg,£10.45,Plaster,https://www.travisperkins.co.uk/plaster/british-gypsum-thistle-multifinish-coat-plaster-25kg/p/848743
British Gypsum Gyproc General Purpose Drywall Plasterboard Adhesive 25kg,£16.21,Plaster,https://www.travisperkins.co.uk/plaster/british-gypsum-gyproc-general-purpose-drywall-plasterboard-adhesive-25kg/p/849036
British Gypsum Thistle BoardFinish Plaster 25Kg,£10.81,Plaster,https://www.travisperkins.co.uk/plaster/british-gypsum-thistle-boardfinish-plaster-25kg/p/848744
British Gypsum Thistle BondingCoat Plaster 25kg,£15.35,Plaster,https://www.travisperkins.co.uk/plaster/british-gypsum-thistle-bondingcoat-plaster-25kg/p/848740
British Gypsum Thistle Hardwall Plaster 25Kg,£16.07,Plaster,https://www.travisperkins.co.uk/plaster/british-gypsum-thistle-hardwall-plaster-25kg/p/848742
British Gypsum Thistlepro Fastset Finish 25kg,£11.58,Plaster,https://www.travisperkins.co.uk/plaster/british-gypsum-thistlepro-fastset-finish-25kg/p/874042
Thistle One Coat Plaster 7.5Kg,£18.67,Plaster,https://www.travisperkins.co.uk/plaster/thistle-one-coat-plaster-7-5kg/p/736700
Adaptavate Breathaplasta Quick Setting Lime Plaster 20kg,£30.02,Plaster,https://www.travisperkins.co.uk/plaster/adaptavate-breathaplasta-quick-setting-lime-plaster-20kg/p/854091
Knauf Multi Purpose Gypsum Based Drywall Plasterboard Adhesive 25kg,£16.27,Plaster,https://www.travisperkins.co.uk/plaster/knauf-multi-purpose-gypsum-based-drywall-plasterboard-adhesive-25kg/p/858293
Fine Casting Plaster Plus 25kg,£16.26,Plaster,https://www.travisperkins.co.uk/plaster/fine-casting-plaster-plus-25kg/p/612550
Artex Textured Finish Plaster Bag 25kg,£38.17,Plaster,https://www.travisperkins.co.uk/plaster/artex-textured-finish-plaster-bag-25kg/p/820989
British Gypsum Thistle Bonding Coat 60 Minute 10kg,£26.42,Plaster,https://www.travisperkins.co.uk/plaster/british-gypsum-thistle-bonding-coat-60-minute-10kg/p/885051
Artex Gyproc EASI-FILL 20 10kg Bag,£34.80,Plaster,https://www.travisperkins.co.uk/plaster/artex-gyproc-easi-fill-20-10kg-bag/p/117010
British Gypsum Thistle Bonding 60 Minute 25kg,£23.12,Plaster,https://www.travisperkins.co.uk/plaster/british-gypsum-thistle-bonding-60-minute-25kg/p/885025
British Gypsum Gyproc Thermaline PIR  Tapered Edge insulated plasterboard 240...,£58.27,Thermal Insulated Plasterboard,https://www.travisperkins.co.uk/thermal-insulated-plasterboard/british-gypsum-gyproc-thermaline-pir-tapered-edge-insulated-plasterboard-2400mm-x-1200mm-x-38mm/p/383834
British Gypsum Gyproc Thermaline Basic Insulated Wallboard Plasterboard Taper...,£55.93,Thermal Insulated Plasterboard,https://www.travisperkins.co.uk/thermal-insulated-plasterboard/british-gypsum-gyproc-thermaline-basic-insulated-wallboard-plasterboard-tapered-edge-2400mm-x-1200mm-x-30mm/p/752767
British Gypsum Gyproc Thermaline PIR  Tapered Edge insulated plasterboard 240...,£67.42,Thermal Insulated Plasterboard,https://www.travisperkins.co.uk/thermal-insulated-plasterboard/british-gypsum-gyproc-thermaline-pir-tapered-edge-insulated-plasterboard-2400mm-x-1200mm-x-53mm/p/771973
British Gypsum Gyproc Thermaline Plus Plasterboard With Extruded Polystyrene ...,£61.06,Thermal Insulated Plasterboard,https://www.travisperkins.co.uk/thermal-insulated-plasterboard/british-gypsum-gyproc-thermaline-plus-plasterboard-with-extruded-polystyrene-tapered-edge-2400mm-x-1200mm-x-27mm/p/807085
British Gypsum Gyproc Thermaline PIR  Tapered Edge insulated plasterboard 240...,£80.92,Thermal Insulated Plasterboard,https://www.travisperkins.co.uk/thermal-insulated-plasterboard/british-gypsum-gyproc-thermaline-pir-tapered-edge-insulated-plasterboard-2400mm-x-1200mm-x-63mm/p/771974
Celotex PIR Thermal Laminated Insulation Board 2400mm x 1200mm x 25mm (37.5mm...,£118.99,Thermal Insulated Plasterboard,https://www.travisperkins.co.uk/thermal-insulated-plasterboard/celotex-pir-thermal-laminated-insulation-board-2400mm-x-1200mm-x-25mm-37-5mm-overall/p/778056
Knauf AQUAPANEL Interior Cement Board Square Edge 1200mm x 900mm x 12.55mm,£23.66,Thermal Insulated Plasterboard,https://www.travisperkins.co.uk/thermal-insulated-plasterboard/knauf-aquapanel-interior-cement-board-square-edge-1200mm-x-900mm-x-12-55mm/p/567131
Celotex PIR Thermal Laminated Insulation Board 2400mm x 1200mm x 50mm (62.5mm...,£133.93,Thermal Insulated Plasterboard,https://www.travisperkins.co.uk/thermal-insulated-plasterboard/celotex-pir-thermal-laminated-insulation-board-2400mm-x-1200mm-x-50mm-62-5mm-overall/p/137497
Celotex PIR Thermal Laminated Insulation Board 2400mm x 1200mm x 40mm (52.5mm...,£219.90,Thermal Insulated Plasterboard,https://www.travisperkins.co.uk/thermal-insulated-plasterboard/celotex-pir-thermal-laminated-insulation-board-2400mm-x-1200mm-x-40mm-52-5mm-overall/p/778057
Celotex PIR Thermal Laminated Insulation Board 2400mm x 1200mm x 60mm (72.5mm...,£257.78,Thermal Insulated Plasterboard,https://www.travisperkins.co.uk/thermal-insulated-plasterboard/celotex-pir-thermal-laminated-insulation-board-2400mm-x-1200mm-x-60mm-72-5mm-overall/p/629245
Celotex PIR Thermal Laminated Insulation Board 2400mm x 1200mm x 65mm (77.5mm...,£264.55,Thermal Insulated Plasterboard,https://www.travisperkins.co.uk/thermal-insulated-plasterboard/celotex-pir-thermal-laminated-insulation-board-2400mm-x-1200mm-x-65mm-77-5mm-overall/p/778059
ECO-DECK PLY 130MM X 1200 X 2400 + 6PLY,£244.24,Thermal Insulated Plasterboard,https://www.travisperkins.co.uk/thermal-insulated-plasterboard/eco-deck-ply-130mm-x-1200-x-2400-6ply/p/128390
ECO-DECK PLY 090MM X 1200 X 2400 + 6PLY,£187.25,Thermal Insulated Plasterboard,https://www.travisperkins.co.uk/thermal-insulated-plasterboard/eco-deck-ply-090mm-x-1200-x-2400-6ply/p/128133
British Gypsum Gyproc Fireline Plasterboard Tapered Edge 2400mm x 1200mm x 12...,£20.00,Fire Resistant Boards,https://www.travisperkins.co.uk/fire-resistant-boards/british-gypsum-gyproc-fireline-plasterboard-tapered-edge-2400mm-x-1200mm-x-12-5mm-2-88m-sheet/p/822553
Knauf Fire Panel Plasterboard Square Edge 12.5mm x 2400mm x 1200mm,£20.74,Fire Resistant Boards,https://www.travisperkins.co.uk/fire-resistant-boards/knauf-fire-panel-plasterboard-square-edge-12-5mm-x-2400mm-x-1200mm/p/858224
British Gypsum Gyproc Fireline Plasterboard Square Edge 1800mm x 900mm x 12.5...,£15.73,Fire Resistant Boards,https://www.travisperkins.co.uk/fire-resistant-boards/british-gypsum-gyproc-fireline-plasterboard-square-edge-1800mm-x-900mm-x-12-5mm/p/751327
Knauf Fire Panel Plasterboard Tapered Edge 12.5mm x 2400mm x 1200mm,£20.74,Fire Resistant Boards,https://www.travisperkins.co.uk/fire-resistant-boards/knauf-fire-panel-plasterboard-tapered-edge-12-5mm-x-2400mm-x-1200mm/p/858210
British Gypsum Glasroc F Multiboard 2400mm x 1200mm x 6mm,£124.15,Fire Resistant Boards,https://www.travisperkins.co.uk/fire-resistant-boards/british-gypsum-glasroc-f-multiboard-2400mm-x-1200mm-x-6mm/p/796781
Promat Supalux Sanded Fire Protection Building Board 2440mm x 1220mm x 9mm,£243.68,Fire Resistant Boards,https://www.travisperkins.co.uk/fire-resistant-boards/promat-supalux-sanded-fire-protection-building-board-2440mm-x-1220mm-x-9mm/p/556001
British Gypsum Gyproc Fireline Plasterboard Tapered Edge 2400mm x 1200mm x 15...,£29.69,Fire Resistant Boards,https://www.travisperkins.co.uk/fire-resistant-boards/british-gypsum-gyproc-fireline-plasterboard-tapered-edge-2400mm-x-1200mm-x-15mm/p/818895
